mood,Pytanie_otwarte,URL,Device type,System,Browser,,,oceny,wystąpień,% odpowiedzi,,,,,Desktop,Telefon,Tablet,Nieznane
4,,https://allegro.pl/listing?string=manfi-zabawki&order=m&bmatch=base-relevance-floki-05-nga-zab-1-3-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=RENOWATOR%20FARBA%20w%20sprayu%20ZAMSZU%20NUBUKU%20-13%20kolor%C3%B3w&order=m&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/chemia-mycie-i-pielegnacja-18913?string=%C5%9Brodki%20do%20czyszczenia%20foteli%20w%20samochodzie&order=m&bmatch=base-relevance-floki-5-nga-aut-1-3-0222,Desktop,Win8.1,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=omegamed%20alergia&order=t&bmatch=base-relevance-floki-5-nga-uni-1-1-0222,Desktop,Win7,Chrome 56.0.2924.87,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=przerzutka%20xt%20sprz%C4%99g%C5%82o&order=m&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Win10,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=spr%C4%99%C5%BCarka%20100%20l%20jager%20german&order=m&bmatch=base-relevance-floki-5-nga-uni-1-5-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/salon-fotele-20285?string=fotele%20na%20stela%C5%BCu%20delta&order=m&bmatch=base-relevance-floki-5-nga-hou-1-2-0203,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=%C5%BCelopis%20EASY%20glitter&order=p&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,WinXP,Chrome 49.0.2623.112,,,,,,,,,,,,,
4,,https://allegro.pl/rowery-i-pojazdy-86386?string=k%C5%82ady%20dla%20dzieci%20na%20akumulator&order=m&bmatch=base-relevance-floki-5-nga-bab-1-2-0222,Desktop,WinXP,Opera 36.0.2130.80,,,,,,,,,,,,,
4,,https://allegro.pl/ogrod-1532?string=markiza%20markizy%20tarasowe%20balkon%20na%20wymiar&order=m&bmatch=base-relevance-floki-5-nga-hou-1-5-0203,Desktop,Win7,IE 11,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=blokada%20zamek%20drzwi%20pralki%20beko%20wmd%2075100&order=m&bmatch=s0-uni-1-4-0222,Desktop,Win10,Opera 43.0.2442.1144,,,,,,,,,,,,,
4,,https://allegro.pl/czesci-i-akcesoria-motocyklowe-czesci-motocyklowe-158?string=yamaha%20tzr%2050%20cala%20na%20cz%C4%99%C5%9Bci&order=m&bmatch=base-relevance-floki-5-nga-aut-1-1-0222,Desktop,Win7,Opera 43.0.2442.1144,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=stylowymaluszek&order=m&bmatch=s0-bab-1-4-0222,Desktop,Win8.1,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=piec%20do%20pizzy%20z%20terakoty&order=m&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Win7,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=skrzynki%20na%20jab%C5%82ka%20bia%C5%82e&order=m&bmatch=base-relevance-floki-5-nga-uni-1-1-0222,Desktop,Win8.1,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/bieganie-odziez-147265?string=str%C3%B3j%20do%20biegania%20m%C4%99ski&order=m&bmatch=s0-spo-1-4-0222,Desktop,Win10,Opera 44.0.2510.857,,,,,,,,,,,,,
4,,https://allegro.pl/komunikacja-i-lacznosc-anteny-77956?string=antena%20zewn%C4%99trzna%20do%20internetu%20lte&order=m&bmatch=s0-ele-1-4-0403,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/czesci-samochodowe-620?string=przegub%20prawy%20wewnetrzny%202.0td%20do%20land%20rover%20freelander&order=n&bmatch=s0-aut-1-4-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=filtr%20uv%20mc%2052%20mm%2052mm%20nikkor%2018-55%20pentax%2018-55&order=d&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Win8.1,Chrome 56.0.2924.87,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=e39%20e-39%20530%20530d%20pompa%20progowa%203.0d%203.0%20m57&order=m&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/czesci-samochodowe-620?ref=automotive-layer-main&order=m&string=opel%20astra%20ii%20g%201.6%2016v%20z16xep-%20sonda%20lambda&bmatch=base-relevance-floki-5-nga-aut-1-1-0222,Desktop,Win8.1,IE 11,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=toyota%20landcruiser%20FJ%20silnik&order=m&bmatch=base-relevance-floki-5-nga-uni-1-5-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/bielizna-damska-majtki-112112?string=polstringi%20koronkowe&order=d&bmatch=base-relevance-floki-5-nga-odz-1-2-0222,Desktop,Win10,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=PO%C5%9ACIEL%20Z%20BAJEK%20160%2F200%20BAWE%C5%81NA%20NA%20DZIE%C5%83%20DZIECKA&order=m&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,Win7,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=panewki%20vw%20passat%20b5%2098%20rok&order=m&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,Win10,IE 14.14393,,,,,,,,,,,,,
4,,https://allegro.pl/odziez-meska-1455?string=joggery%203%5C4&buyNew=1&order=p&bmatch=base-relevance-floki-5-nga-odz-1-3-0222,Desktop,MacOSX,Safari 10.1,,,,,,,,,,,,,
4,,https://allegro.pl/wyposazenie-wystroj-okien-9016?string=firanki%20tiulowe%20g%C5%82adka&order=m&bmatch=s0-hou-1-4-0203,Desktop,Win7,Opera 43.0.2442.1144,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=okulary%20ochronne%20do%20lamp%20kwarcowych%20solarium%20solux&order=m&bmatch=base-relevance-floki-5-nga-uni-1-1-0222,Desktop,Win10,IE 14.14393,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=palosanto&order=m&bmatch=base-relevance-floki-5-nga-uni-1-1-0222,Desktop,Win8.1,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=do%20%20dekoracji%20%20%20tort%C3%B3w%20dwukomorowy&order=m&bmatch=base-relevance-floki-5-nga-uni-1-5-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=czujnik%20skretu%20punto%202%20lift.&order=m&bmatch=s0-uni-1-4-0222,Desktop,WinXP,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=sims%204%20za%20darmo&order=m&bmatch=base-relevance-floki-5-nga-uni-1-1-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=interfejs%20seat%20ibiza%202004&order=m&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Win10,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=do%20wiercenia%20prostopad%C5%82ego&order=p&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Win10,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/tablety-akcesoria-121203?string=uchwyty%20na%20szyb%C4%99%20do%20tabletow%20samochodzie&order=m&bmatch=base-relevance-floki-5-nga-ele-1-1-0403,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/wyposazenie-dekoracje-i-ozdoby-9317?string=ozdoby%20z%20drewna%20i%20sklejki&order=p&bmatch=base-relevance-floki-5-nga-hou-1-1-0203,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/zabawki-11818?string=lego%20spiderman%20figur&order=m&bmatch=base-relevance-floki-05-nga-zab-1-3-0222,Desktop,Win7,Chrome 37.0.2062.124,,,,,,,,,,,,,
4,,https://allegro.pl/odziez-meska-jeansy-254260?buyNew=1&offerTypeBuyNow=1&kolor=Czer%C5%84&marka=Calvin%20Klein&marka=Lee&marka=Wrangler&string=szeroko%C5%9B%C4%87%20w%20pasie%2039&order=m&bmatch=base-relevance-floki-5-nga-odz-1-5-0222,Desktop,Win8.1,Opera 43.0.2442.1144,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=KLAWIATURA%20DELL%20VOSTRO%201000%201014%201015%201088%201400&order=m&bmatch=s0-uni-1-4-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=%C5%81o%C5%BCysko%20smonastawne%20w%20oprawie%2010&order=m&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=tanie%20zdj%C4%99cia%20%C5%9Blubne&order=m&bmatch=s0-uni-1-4-0222,Desktop,Win7,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=pojemnik%20plastikowy%20z%20przegr%C3%B3dkami&order=qd&bmatch=base-relevance-floki-5-nga-uni-1-5-0222,Desktop,Win7,Chrome 56.0.2924.87,,,,,,,,,,,,,
4,,https://allegro.pl/wystroj-okien-folie-okienne-112556?string=FOLIA%20OKIENNA%20SAMOPRZYLEPNA%20DMUCHAWCE&order=m&bmatch=base-relevance-floki-5-nga-hou-1-1-0203,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/maski-zamki-254565?string=Mercedes%20A%20203%20880%2002%2064&order=m&bmatch=base-relevance-floki-5-nga-aut-1-5-0222,Desktop,Win10,Opera 43.0.2442.1144,,,,,,,,,,,,,
4,,https://allegro.pl/ogrod-1532?string=drzewa%20i%20krzewy%20ozdobne%20sadzonki&order=m&bmatch=base-relevance-floki-5-nga-hou-1-3-0203,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/dom-i-ogrod?string=myjka%20do%20mycia%20szyb%20vileda&order=m&bmatch=base-relevance-floki-5-nga-hou-1-5-0203,Desktop,Win10,IE 14.14393,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=kamera%20samochodowa%20rejestrator%20dvr%20mini%20kamerka%20ir&order=m&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,WinVista,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=myjka%20cisnieniowa%20karcher%20do%20okien&order=m&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/wyposazenie-wystroj-okien-9016?string=firana%20do%20kuchni%20wysoko%C5%9B%C4%87%20180cm&order=p&bmatch=s0-hou-1-4-0203,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=pokrowiec%20wodoodporny%20na%20materac%2070x140&order=d&bmatch=s0-uni-1-4-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/ksiazki-i-komiksy?string=video%20comfort&order=t&bmatch=base-relevance-floki-5-nga-cul-1-1-0222,Desktop,Win10,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=etui%20%C5%BCelowe%20na%20telefon%20samsung%20galaxy%20A5&order=d&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Win8.1,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/opony-samochodowe-letnie-99202?counters=1&utm_source=google&utm_medium=cpc&ev_campaign=Motoryzacja%20-%20Opony%20-%20Opony%20samochodowe&ev_adgr=Motoryzacja%20-%20Opony%20-%20Opony%20samochodowe%20-%20175%2F65%20-%20R14%20-%20Letnie&ev_ln=opony%20%2Bletnie%20%2B175%20%2B65%20%2Br14&ev_content=76000698079&ev_n=g&profil-opony=65&szerokosc-opony=175%20mm&srednica=14%22&string=nowe%202sztuki%20opony%20letnie%20175%2F65%20r14&order=qd&bmatch=base-relevance-floki-5-nga-aut-1-2-0222,Desktop,Win8.1,Chrome 56.0.2924.87,,,,,,,,,,,,,
4,,https://allegro.pl/ksiazki-do-1950-starodruki-do-1800-26131?string=starodruk%2016&order=m&bmatch=base-relevance-floki-5-nga-col-1-3-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/narzedzia-specjalistyczne-lakiernictwo-252445?string=papier%20scierny%20wodny%20Z%20G%C4%84BK%C4%84&order=pd&bmatch=base-relevance-floki-5-nga-aut-1-3-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=Zestaw%20od%C5%BCywek%20SZYBSZY%20PRZYROST%20MASY%20MI%C4%98%C5%9ANIOWEJ&order=m&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=wiert%C5%82a%20do%20stali%201%2C5mm&order=m&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/firanki-akcesoria-do-firan-49864?order=m&buyNew=1&string=do%20%C5%9Bciany&bmatch=base-relevance-floki-5-nga-hou-1-5-0203,Desktop,Win10,IE 14.14393,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=bidon%20uchwyt%20zestaw%20rowerowy&order=p&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,Win7,Chrome 56.0.2924.87,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=Drewniane%20Tory%20BRIO%20do%20KOLEJKA%20ELEKTRYCZNA%20POCI%C4%84G&order=m&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/turystyka-walizki-102861?string=walizka%20na%20k%C3%B3%C5%82kach%20dla%20dziewczynki&order=m&bmatch=base-relevance-floki-5-nga-spo-1-1-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=szafa%20przesuwna%20odbojnik&order=p&bmatch=base-relevance-floki-5-nga-uni-1-1-0222,Desktop,Win7,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/narzedzia-1536?ref=household.health-layer-popular&string=zestaw%20wierte%C5%82%20do%20betonu%20zbrojonego&order=t&bmatch=base-relevance-floki-5-nga-hou-1-3-0203,Desktop,Win7,Opera 43.0.2442.1144,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=pasy%20Dewalt%2018V&order=m&bmatch=s0-uni-1-4-0222,Desktop,WinVista,Chrome 49.0.2623.112,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=licznik%20zuzytej%20energi&order=qd&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,Win10,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/obuwie-1469?string=eoryginalne_pl&order=m&bmatch=base-relevance-floki-5-var6-nga-obu-1-1-0410,Desktop,Win10,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=wieszaki%20dla%20niemowlat&order=d&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=KOMPLET%20zippo%20grawer&p=4&order=t&bmatch=s0-uni-1-4-0222,Desktop,Win7,Firefox 28.0,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=kula%20wodna%20waterball%20kula%20do%20chodzenia%20po%20wodzie&order=p&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=uchwyt%20kamerki%20do%20kasku&order=p&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/militaria-691?utm_source=google&utm_medium=cpc&ev_campaign=Kolekcje%20i%20sztuka%20-%20Kolekcje&ev_adgr=Kolekcje%20i%20sztuka%20-%20Kolekcje%20-%20Militaria&ev_ln=sklep%20militaria&ev_content=114078323839&ev_n=g&string=naszywka%20wojskowa%20marynarki%20wojennej&order=m&bmatch=base-relevance-floki-5-nga-col-1-5-0222,Desktop,Win8,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=zestaw%20naprawczy%20tylnej%20osi%20fiat%20bravo&order=m&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Win8.1,Opera Next 24.0.1558.51,,,,,,,,,,,,,
4,,https://allegro.pl/komputery?ref=electronics-layer-main&string=panel%20lcd%20lenovo%20g500&order=m&bmatch=base-relevance-floki-5-nga-ele-1-5-0403,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=buty%20w%C5%82oskie%20fuksja&order=pd&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,MacOSX,Safari 10.0,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=Uchwyt%20do%20rurki%20stela%C5%BCa%20przedsionka%20przyczepy%205szt&order=m&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Win7,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=the%20last%20guardian%20pc&order=m&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,Win10,IE 14.14393,,,,,,,,,,,,,
4,,https://allegro.pl/narzedzia-1536?string=szlifierka%20k%C4%85towa%20milwaukee%20na%20baterie&order=m&bmatch=base-relevance-floki-5-nga-hou-1-5-0203,Desktop,Win7,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=Douglas%20Labs%20&order=d&bmatch=s0-uni-1-4-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=REFLEKTOR%20METALOWY%20URSUS%20C%20330%2FC360%20PRAWY%20LUB%20LEWY&order=m&bmatch=s0-uni-1-4-0222,Desktop,Win10,Opera 43.0.2442.1144,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=paski%20analiza%20wody&order=p&bmatch=base-relevance-floki-5-nga-uni-1-5-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=ksi%C4%85%C5%BCki%20o%20Marii%20kaczy%C5%84skiej&order=m&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,WinXP,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=skoczek%20wisz%C4%85cy&order=m&bmatch=base-relevance-floki-5-nga-uni-1-1-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/zabawki-11818?string=furby%20boom%20furbisie%20crystal&order=m&bmatch=s0-zab-1-4-0222,Desktop,WinXP,Chrome 49.0.2623.112,,,,,,,,,,,,,
4,,https://allegro.pl/smartwatch-250722?string=huawei%20watch%202&utm_source=google&utm_medium=cpc&ev_campaign=Elektronika%20-%20Telefony%20i%20akcesoria%20-%20Akcesoria%20GSM&ev_adgr=Elektronika%20-%20Telefony%20i%20akcesoria%20-%20Smartwatch%20-%20Huawei%20-%20Watch&ev_ln=zegarek%20%2Bhuawei%20%2Bwatch&ev_content=114078507439&ev_n=g&buyUsed=1&order=qd&bmatch=s0-ele-1-4-0403,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/listing?order=m&string=cordoba%20vario%201.4%2016%20v%20panewki&bmatch=s0-uni-1-4-0222,Desktop,Win10,IE 14.14393,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=lego%20friends%20vaiana&order=m&bmatch=base-relevance-floki-5-nga-uni-1-5-0222,Desktop,Win10,IE 14.14393,,,,,,,,,,,,,
4,,https://allegro.pl/kolpaki-uniwersalne-49181?string=kolpak%2015%20%20kolor&buyNew=1&order=p&bmatch=base-relevance-floki-5-nga-aut-1-1-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=Tuleja%20wahacza%20przedniego%20Kia%20Shuma%2C%20Sephia%20II%204Z&order=m&bmatch=s0-uni-1-4-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=Wojskowe%20spodnie%20boj%C3%B3wki%20moro%20m%C4%99skie%20ST%20LEON%2084%20cm&similar=1&link=1&order=m&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=gra%20hitman%20rozgrzeszenie%20xbox%20360%2C%20polska%20wersja&order=m&bmatch=s0-uni-1-4-0222,Desktop,WinXP,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/dyski-i-napedy-pamieci-przenosne-9578?string=pendrive64gb%20pqi&buyNew=1&order=m&bmatch=s0-ele-1-4-0403,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/ksiazki-i-komiksy?order=m&string=origami%20zabawa%20dla%20ka%C5%BCdego%20dinozaury&bmatch=base-relevance-floki-5-nga-cul-1-5-0222,Desktop,Win10,IE 14.14393,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=Drzwi%20przesuwne%20prawe%20tylne%20do%20Citroen%20Berlingo%20I&order=m&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,WinXP,Chrome 49.0.2623.112,,,,,,,,,,,,,
4,,https://allegro.pl/silniki-elektryczne-252720?string=Bezpiecznik%20do%20silnik%C3%B3w%20elektr.%2040A&order=m&bmatch=base-relevance-floki-5-nga-spo-1-1-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=Drzwi%20zewn%C4%99trzne%20PCV%20-%20NA%20KA%C5%BBDY%20WYMIAR%20-%20DRUTEX&order=m&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Win7,Opera 12.17,,,,,,,,,,,,,
4,,https://allegro.pl/czesci-samochodowe-620?string=kable%20zap%C5%82onowe%20ford%2018.16v&buyNew=1&order=p&bmatch=base-relevance-floki-5-nga-aut-1-3-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/dziecko?string=REEBOK%20ROYAL%20CLASSIC%20JOGGER%202.0%20KC&order=m&bmatch=base-relevance-floki-5-nga-bab-1-2-0222,Desktop,Win8.1,Chrome 56.0.2924.87,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=mexan%20outlet&order=t&bmatch=base-relevance-floki-5-nga-uni-1-5-0222,Desktop,Win10,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/militaria-691?string=nab%C3%B3j%20ur&order=m&bmatch=base-relevance-floki-5-nga-col-1-3-0222,Desktop,Win7,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/wyposazenie-przybory-kuchenne-5328?string=zestaw%20garnk%C3%B3w%20ze%20stali%20nierdzewnej%20gaz&order=m&bmatch=base-relevance-floki-5-nga-hou-1-1-0203,Desktop,Win8,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/zwierzeta-1528?string=obro%C5%BCe%20przeciw%20pch%C5%82om%2080%20cm&order=m&bmatch=base-relevance-floki-5-nga-hou-1-2-0203,Desktop,Win7,IE 11,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=spodnie%20meskie%20robocze%20z%20odpinanymi%20nogawkami&order=m&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,Win8.1,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=MODEM%20HUAWEI%20E3372%20SUPER%20OKAZJA!!&similar=1&link=1&order=d&bmatch=base-relevance-floki-5-nga-uni-1-1-0222,Desktop,WinXP,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=wtryskiwacze%20sharan%201%2C8%20benzyna&order=m&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,Win8.1,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/czesci-samochodowe-620?string=combo%201.7%20dti%20przegub%20wewn%C4%99trzny&order=p&bmatch=s0-aut-1-4-0222,Desktop,Win8.1,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/futeraly-samsung-19334?string=NEO%20HYBRID%20ETUI%20XPERIA%20%20aqua&order=m&bmatch=base-relevance-floki-5-nga-ele-1-2-0403,Desktop,Win10,Opera 43.0.2442.1144,,,,,,,,,,,,,
4,,https://allegro.pl/manicure-i-pedicure-45658?string=lampa%20uv%20do%20paznokci%20hybrydowych%20zestaw%20semilac&order=m&bmatch=base-relevance-floki-5-nga-uro-1-2-0222,Desktop,Win8.1,Chrome 56.0.2924.87,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=P%C5%81YTKI%20DEKORACYJNE%20imitacja%20piaskowca%2C%20STARA%20CEG%C5%81A&order=m&bmatch=s0-uni-1-4-0222,Desktop,Win7,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=wideo%20domofon%20230v&order=m&bmatch=base-relevance-floki-5-nga-uni-1-1-0222,Desktop,MacOSX,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=INGRID%20Mineral%20Silk%26Lift%20PODK%C5%81AD%20MINERALNY%2029&similar=1&link=1&order=m&bmatch=s0-uni-1-4-0222,Desktop,Win8.1,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/czesci-samochodowe-oswietlenie-623?string=e39%20ringi%20led%20smd%202&order=m&bmatch=base-relevance-floki-5-nga-aut-1-3-0222,Desktop,WinXP,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=mieszanka%20na%20kaszel&order=d&bmatch=s0-uni-1-4-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=toner%20do%20brother%20dcp-1610%20wp&order=m&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Win10,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=WE%C5%81NA%20MINERALNA%20MEGAROCK%2015CM%20SUPER%20CENA&order=m&bmatch=s0-uni-1-4-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
4,,https://allegro.pl/listing?string=filtr%20sto%C5%BCkowy%20peugeot%20speedfight%202&order=m&bmatch=s0-uni-1-4-0222,Desktop,Win8.1,Firefox 52.0,,,,,,,,,,,,,
4,,https://allegro.pl/skating-slackline-fiszki-256302?string=fiszka%20w%20p%C4%85czki&order=m&bmatch=base-relevance-floki-5-nga-spo-1-5-0222,Desktop,Win8.1,IE 11,,,,,,,,,,,,,
